FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE
5,4,2,10,10,7,5,5,1,7,10,9,2,6,7,7,2,10,10,3,3,715.5
5,4,1,2,6,8,6,1,2,6,4,5,4,7,5,3,2,4,1,4,3,638.4
1,5,5,4,10,10,4,4,2,8,2,8,3,7,10,1,2,8,2,3,2,654.3
4,2,6,9,3,5,3,5,2,8,5,8,10,8,0,0,2,8,7,8,3,720.8
1,1,6,0,1,1,1,3,2,5,3,8,10,7,0,3,2,10,3,10,3,662.8
5,3,10,6,5,10,3,3,1,5,3,5,2,7,1,6,2,1,2,5,2,677.5
2,3,6,7,10,3,6,3,1,10,4,4,5,6,0,1,2,4,10,7,3,707.7
5,2,3,2,5,4,4,0,2,8,6,8,3,6,0,2,2,7,2,10,2,669.4
3,2,10,8,7,7,6,4,1,4,1,4,2,7,3,2,2,3,2,4,2,682.4
5,5,5,5,8,10,2,1,1,9,3,6,10,8,10,1,1,0,7,2,2,659.2
3,2,10,4,2,2,9,4,1,4,1,7,1,6,0,0,2,6,1,10,4,687.9
3,4,10,6,4,7,1,5,1,8,1,6,10,8,0,5,2,3,2,4,2,688.1
2,3,7,7,5,6,6,5,2,5,5,7,8,7,0,7,2,10,10,7,2,701.7
3,2,10,10,8,10,10,1,1,7,4,10,2,7,0,9,2,10,6,10,2,732.9
4,3,8,5,4,3,5,5,1,6,2,8,4,8,0,4,2,3,1,6,4,685.1
5,4,6,9,10,7,7,2,1,8,6,3,1,6,0,3,2,5,2,7,3,699
1,3,3,4,3,10,3,0,2,7,6,10,3,7,0,0,1,4,8,0,2,639.4
2,4,10,10,10,10,5,3,1,9,10,7,10,6,0,10,2,9,8,10,2,744
1,4,2,4,2,10,3,0,2,6,5,8,2,7,0,0,1,3,8,0,2,622
3,1,10,10,6,4,6,5,1,6,2,8,5,7,2,2,2,10,2,6,3,720.6
5,3,10,2,8,10,10,1,2,10,4,8,10,8,7,7,2,8,5,10,2,708.9
5,3,10,5,4,10,0,0,1,3,0,9,5,6,0,1,2,3,8,3,3,681.5
2,2,10,5,4,10,5,0,1,8,3,5,4,7,0,2,1,3,4,3,2,663.9
3,1,4,3,5,1,3,0,1,5,1,7,1,7,0,2,2,7,1,3,2,649
2,2,2,3,2,5,2,2,1,8,1,7,0,6,0,4,1,2,2,7,3,626.7
4,2,10,6,10,4,6,3,2,10,8,5,10,8,0,4,1,7,8,5,2,704.9
5,3,4,5,2,10,4,2,1,7,7,10,0,6,6,4,1,10,8,10,2,685.1
5,4,10,5,10,10,3,0,2,8,1,8,2,7,0,2,2,10,1,5,2,683.2
5,3,10,10,6,10,8,2,2,8,8,3,7,8,0,5,2,10,8,8,3,728.3
3,2,4,8,7,5,5,5,1,8,7,4,7,8,0,5,2,4,2,7,2,704.7
2,3,10,7,5,10,3,1,1,7,5,6,2,7,1,4,2,4,7,3,2,684.5
4,5,10,10,10,5,3,5,2,6,4,4,5,5,7,4,2,10,5,0,2,671.8
1,2,2,6,0,2,0,3,1,5,2,2,5,7,10,0,1,3,2,5,2,605.5
4,3,10,3,10,10,5,1,1,4,4,3,7,8,3,10,1,10,10,5,2,682.4
1,3,10,8,10,10,5,1,2,10,2,3,5,7,0,7,1,4,6,3,2,655
5,3,10,10,7,10,3,2,1,6,3,3,3,7,0,1,2,5,3,10,3,711.1
1,1,10,10,0,10,1,4,1,6,1,5,5,6,0,0,1,5,2,5,2,672.2
3,3,8,10,2,10,4,2,1,7,5,8,5,6,10,4,2,5,8,7,2,691.5
2,4,10,6,6,10,7,0,1,7,6,8,1,6,10,3,1,3,6,10,2,664.3
3,3,3,4,10,10,7,1,1,7,7,5,5,6,0,1,1,8,2,6,2,684.1
5,1,10,10,10,10,8,5,2,10,10,10,5,7,0,2,2,10,1,10,3,763.5
4,1,6,5,3,4,2,0,1,7,1,10,1,7,0,2,2,2,0,3,3,658.1
1,5,4,4,5,9,10,5,1,3,3,3,10,4,10,1,2,10,2,4,1,668
1,4,1,7,7,6,5,3,1,5,2,3,3,6,7,6,1,3,1,3,1,612.3
2,2,5,3,4,4,1,0,2,8,3,7,2,7,2,2,2,0,1,5,4,625.2
5,3,2,4,10,10,1,1,1,5,6,10,8,5,0,0,2,3,7,7,4,707
1,1,3,3,3,10,2,1,1,7,4,1,1,8,10,2,1,10,8,3,3,636.1
5,4,10,8,8,8,9,5,2,6,7,7,8,7,1,1,2,7,9,10,2,740.8
2,2,7,6,10,10,6,2,1,8,7,8,10,6,0,3,2,10,10,10,2,749.3
3,2,10,10,3,6,5,2,1,10,8,7,7,7,0,0,1,7,8,10,2,723.8
3,3,8,4,2,5,3,2,1,7,8,2,10,6,0,4,1,2,3,4,2,654.6
2,3,3,8,4,10,5,2,2,8,4,9,2,7,3,0,2,6,9,5,2,681.7
2,3,2,10,5,10,3,5,2,3,3,3,3,7,0,2,1,5,8,6,2,655
4,5,5,7,10,10,4,2,2,5,9,2,5,8,2,0,2,10,4,5,2,689
2,4,10,7,10,10,6,1,1,8,2,10,7,8,0,2,1,10,8,5,2,712.7
3,3,8,8,10,10,3,1,1,1,3,8,2,7,0,3,2,10,10,2,3,701.9
3,3,10,10,4,10,7,2,1,7,7,5,7,6,4,1,2,9,8,9,2,730
5,4,6,1,1,3,0,1,2,1,1,10,1,4,0,10,2,10,0,10,2,618.4
2,1,5,4,2,5,1,2,1,5,2,2,5,8,0,2,1,3,4,2,2,634.6
2,3,1,3,3,8,3,1,2,3,5,3,1,7,0,1,2,1,1,3,2,615.9
1,2,4,10,3,5,3,4,1,5,2,7,5,7,2,1,1,5,6,7,2,669.4
1,4,4,7,8,9,8,4,2,9,8,9,5,7,5,3,2,8,9,5,2,700.4
1,2,8,10,7,6,7,0,1,7,5,8,3,7,1,0,2,4,4,5,2,696.8
3,3,10,10,7,10,8,5,2,5,4,6,10,6,0,1,1,7,8,9,2,714.9
2,1,10,5,5,10,3,0,2,8,2,10,2,6,0,2,1,4,8,3,2,659.6
2,1,10,6,8,10,4,0,2,7,2,10,2,6,0,2,1,7,8,2,2,669.8
3,5,10,5,6,2,0,4,1,1,0,3,2,5,1,7,2,4,0,8,3,634.2
2,3,10,10,5,10,8,5,1,2,6,8,10,6,0,8,2,6,10,1,2,720.4
2,3,10,10,8,10,6,5,1,1,4,10,10,6,0,8,2,8,10,1,2,724.2
1,2,6,4,1,4,2,0,1,7,2,6,2,8,2,0,1,2,1,4,2,623.5
1,2,6,4,1,4,2,0,1,7,2,6,2,8,2,1,1,2,2,4,2,623.5
3,2,10,9,3,10,3,1,1,9,7,6,5,8,0,2,2,10,7,5,2,723.8
3,1,10,8,7,10,3,2,1,3,2,8,4,8,0,0,2,8,6,7,2,720.8
4,4,7,4,2,2,2,5,2,5,1,6,0,7,10,10,1,1,2,7,2,591
4,3,10,10,10,4,8,5,2,9,1,6,5,7,3,1,2,7,2,6,2,704.9
1,5,10,3,1,2,2,0,1,7,0,3,1,9,0,1,1,5,2,1,2,609.5
1,5,10,4,1,3,5,1,1,7,4,3,5,9,0,1,1,5,3,1,2,636.7
2,2,5,10,3,10,2,1,1,3,1,2,0,8,0,2,1,6,0,1,2,632.9
1,2,10,6,4,7,7,1,1,5,2,3,2,6,0,1,2,10,2,3,2,675.2
5,2,10,10,10,10,10,5,1,7,6,8,10,6,0,2,2,10,10,10,2,786.7
3,3,5,8,10,5,6,5,2,7,10,8,3,8,0,3,2,10,8,10,2,725.9
2,3,10,9,7,9,3,2,2,9,6,6,5,7,3,2,2,8,6,6,3,696.4
4,3,10,5,7,5,3,2,1,6,5,6,6,6,0,1,1,9,5,4,2,686
1,0,8,10,10,10,2,1,2,10,2,9,2,6,0,5,2,10,2,5,3,691.7
4,5,10,6,10,3,10,5,1,9,1,8,10,6,2,4,2,10,3,3,2,718.7
2,3,10,10,3,6,5,1,1,8,2,10,3,6,0,1,2,4,10,10,2,710.6
4,3,9,10,8,10,4,5,2,6,4,7,2,7,3,4,2,10,8,2,2,703.4
2,2,10,10,3,6,3,1,1,8,5,10,3,6,0,1,2,4,10,10,2,715.7
1,4,0,7,8,3,3,0,2,0,0,5,0,7,0,0,1,2,0,2,2,582.3
5,2,10,9,10,10,8,4,1,6,9,9,7,6,1,2,2,10,8,8,2,769.9
2,5,8,4,4,8,3,1,1,1,3,1,2,7,10,7,2,8,0,10,2,627.4
1,5,10,4,1,3,3,0,1,7,3,3,5,9,0,1,1,4,4,1,2,628.2
3,2,8,5,3,10,4,2,1,8,4,5,5,8,10,0,1,10,8,5,2,681.1
4,3,6,10,6,5,7,0,2,10,8,10,3,7,0,1,2,5,8,4,2,700.6
4,3,3,2,1,10,4,1,1,2,4,5,5,7,0,7,2,10,2,4,2,658.8
1,1,4,5,2,7,7,0,2,6,1,2,2,6,0,2,2,7,6,7,2,647.8
0,3,2,4,5,5,3,3,1,2,5,2,6,6,0,3,2,4,8,5,2,654.6
3,1,7,10,10,10,4,3,1,8,3,10,5,7,0,1,2,10,3,7,2,739.7
3,3,10,6,10,10,10,2,1,9,8,6,1,7,0,1,1,10,3,7,2,716.8
3,2,3,6,5,7,8,1,1,7,8,10,7,8,1,1,1,2,1,6,2,683.8
3,2,5,6,10,8,4,2,1,5,3,2,4,6,0,1,1,3,6,8,2,673.3
4,3,5,10,5,6,4,1,2,10,9,10,3,8,2,1,2,4,8,7,2,700.8
2,5,2,5,6,10,4,1,2,4,5,2,10,4,10,1,1,4,6,3,2,613.4
2,5,1,5,5,10,4,1,2,3,2,2,10,4,10,1,1,4,6,2,2,601.5
4,1,9,7,5,2,3,4,1,9,6,8,2,7,0,1,2,8,2,10,3,718.9
3,3,3,6,10,10,3,1,1,8,6,6,2,7,0,1,1,5,8,5,2,682.8
4,1,6,8,3,3,2,0,1,7,2,6,2,8,0,1,2,9,2,5,2,679.6
5,3,5,5,1,1,0,5,1,7,0,8,1,9,0,10,2,0,0,3,2,639.4
3,3,3,5,2,4,3,3,1,8,6,7,5,6,0,0,2,3,6,5,2,681.1
2,3,10,4,2,10,6,4,1,9,4,6,5,7,5,3,1,2,0,5,2,662.4
3,3,3,4,3,5,3,3,1,6,6,7,5,7,4,1,2,3,6,4,2,671.1
2,2,10,4,2,10,4,1,2,7,8,5,10,8,9,1,1,4,7,3,2,655.6
2,3,2,2,2,2,1,3,2,6,1,3,0,7,2,3,2,2,0,3,4,597.2
3,4,3,5,7,6,5,2,1,4,3,6,2,5,2,4,1,5,4,4,2,639.9
3,4,3,5,5,5,5,3,1,4,4,5,2,5,10,4,1,7,3,4,2,626.1
2,4,6,4,3,5,5,2,1,7,4,4,3,8,6,1,1,6,9,5,2,652
1,3,10,10,4,10,7,0,1,3,2,5,3,8,0,1,1,3,6,7,2,670.9
5,2,7,7,4,4,6,2,1,7,7,7,4,8,0,1,2,7,3,6,2,710.4
2,5,5,5,3,1,1,3,1,10,4,5,0,7,0,8,1,10,1,2,2,624.8
1,4,1,2,3,5,2,3,2,4,2,8,10,6,1,2,1,6,3,4,3,620.1
1,3,10,10,5,10,6,5,2,8,2,9,7,7,0,1,1,9,1,7,2,693.6
1,3,9,5,3,2,2,2,1,6,2,7,1,8,7,1,1,5,2,7,2,633.9
5,2,10,4,10,10,10,5,2,8,3,5,1,8,0,1,2,10,3,10,4,728.7
1,2,10,7,9,10,10,5,2,7,2,10,1,7,0,1,1,10,3,4,2,695.5
1,5,0,1,10,10,2,1,2,7,2,2,0,7,10,0,2,5,0,10,3,614
1,1,10,10,5,5,0,1,2,1,6,6,0,7,0,5,1,4,4,5,3,631.8
2,2,10,1,10,10,10,5,1,5,4,3,3,6,0,1,1,10,8,10,2,714.3
1,4,1,5,2,10,5,3,2,3,4,5,4,6,5,10,1,5,1,5,2,599.1
3,4,2,2,5,0,5,2,2,6,6,3,4,7,4,5,2,3,8,5,3,629.5
5,4,3,6,3,5,5,1,1,10,2,10,2,8,0,7,2,6,0,2,3,665.1
5,1,10,5,10,1,4,3,1,8,1,10,3,7,0,1,2,3,2,10,4,712.5
3,2,10,4,5,5,3,1,1,7,2,9,2,7,2,1,2,2,3,6,2,676.6
3,1,10,8,3,8,1,5,1,5,2,8,3,7,0,4,2,9,1,10,3,708.7
3,5,5,10,7,10,3,2,2,6,6,4,10,5,5,3,1,4,5,5,2,651.4
3,4,6,10,7,10,4,2,2,6,6,4,10,5,5,3,1,4,6,5,2,659.9
3,4,6,10,8,8,4,2,2,6,6,4,10,5,5,3,1,4,6,5,2,658.2
3,3,6,10,3,7,3,2,1,10,2,10,1,8,10,2,2,2,5,10,3,682.1
4,5,1,10,8,10,0,5,1,6,0,7,0,7,0,7,2,2,1,7,3,666
3,4,10,8,10,8,6,5,1,7,4,3,3,7,0,1,1,10,6,7,2,709.4
3,3,6,5,2,5,1,0,2,0,0,6,0,7,0,0,2,3,0,2,3,609.7
4,4,7,5,3,3,4,2,1,7,3,4,5,6,0,2,2,6,3,5,3,670.3
3,3,10,4,8,10,3,3,1,10,3,2,1,6,0,1,1,10,1,10,2,686.9
2,2,6,1,6,1,5,2,1,4,3,7,0,7,0,1,2,3,2,10,4,662.6
3,1,1,10,7,6,2,5,1,9,4,4,1,9,0,1,2,3,1,7,4,694.7
4,5,3,6,4,10,1,5,2,3,2,2,2,7,4,7,1,2,1,2,3,600.4
4,5,3,6,4,10,1,5,2,3,2,2,2,7,4,7,1,2,1,2,3,600.4
1,1,0,5,1,10,5,0,2,8,2,5,10,6,10,10,2,10,5,2,3,629.7
3,2,2,3,4,7,3,0,1,5,7,6,4,8,8,2,1,2,2,6,2,633.7
0,5,1,5,3,5,4,5,1,2,1,4,2,6,4,0,1,3,0,4,4,607.4
4,3,10,6,5,7,3,2,1,7,3,2,1,8,3,1,2,2,1,5,1,668.6
2,5,10,4,5,4,2,3,2,6,4,5,2,7,0,7,1,3,2,5,3,618
3,2,3,8,7,10,2,3,1,7,4,5,4,6,6,1,2,0,8,2,3,677.3
3,4,10,9,10,5,5,5,1,10,2,5,0,5,0,3,2,2,3,3,4,689
3,4,2,5,5,8,3,0,1,6,5,2,8,7,3,8,2,6,2,4,3,648
1,2,5,2,5,5,0,2,1,10,4,5,0,7,0,3,1,5,4,10,4,650.3
4,1,4,10,7,7,4,5,1,10,7,6,4,7,0,0,2,10,6,4,4,737.2
2,2,4,3,2,3,2,4,1,5,1,8,1,8,0,8,2,4,2,10,3,654.5
2,3,10,2,3,3,6,0,1,2,1,6,0,7,0,6,1,5,1,10,2,628.4
3,3,2,5,7,10,3,0,1,5,3,4,6,7,3,7,2,5,1,4,3,651.8
1,0,10,10,10,10,3,5,2,5,4,1,6,5,0,2,2,5,1,10,3,698.4
2,4,0,2,3,3,0,0,1,3,1,10,0,8,0,6,2,7,3,5,1,624.3
3,5,8,5,5,4,0,1,1,1,0,4,0,9,0,2,2,2,1,8,4,636.9
3,3,4,1,8,4,3,3,2,4,2,10,1,6,10,2,1,5,1,5,3,612
4,5,10,10,10,7,10,5,1,3,5,6,2,7,0,5,2,8,4,10,4,725.3
5,4,10,7,9,10,10,4,2,7,1,10,4,7,5,1,2,3,5,7,3,707.4
2,3,2,10,10,10,5,5,2,9,2,6,10,7,0,2,2,10,4,10,2,718.5
1,3,10,0,0,5,2,0,2,1,1,6,2,7,0,6,2,10,2,10,4,625
1,4,3,6,2,10,3,3,2,5,3,6,1,8,0,0,2,3,2,10,3,652.4
1,3,1,2,3,1,0,3,1,5,0,1,1,6,10,1,2,1,1,1,2,586.4
3,5,2,3,2,9,3,1,2,4,4,3,0,6,1,4,1,2,2,3,3,590.2
2,4,8,6,9,5,10,5,1,8,5,4,8,8,0,4,2,10,2,6,3,718.3
3,3,0,4,5,7,0,0,2,1,3,7,0,8,0,4,1,4,0,7,2,601.6
3,2,0,5,2,7,0,0,2,1,2,6,0,8,4,6,1,3,1,5,2,584.4
3,0,4,10,10,10,10,3,2,6,10,10,8,7,0,10,2,9,5,8,2,732.9
4,3,4,8,8,10,4,3,1,5,3,8,4,7,5,3,2,6,3,10,3,700.2
2,5,3,8,6,10,2,1,1,5,0,5,0,6,2,1,1,5,0,2,4,622.9
5,3,10,10,10,10,5,5,1,8,3,7,7,7,5,0,2,10,8,6,3,751
2,5,4,4,2,7,3,2,2,7,1,3,5,6,4,2,2,10,1,6,3,632.7
2,5,4,4,2,7,5,2,2,7,2,3,5,6,4,1,2,10,1,6,4,639.5
2,3,4,7,10,8,0,3,1,4,6,4,0,8,4,8,2,5,3,7,3,662.2
3,3,8,4,5,2,1,1,1,3,2,4,1,10,7,1,1,4,2,6,2,625.2
0,4,3,3,4,4,3,1,1,8,0,2,2,6,0,10,2,1,1,5,2,607
5,2,10,6,3,3,2,0,1,10,0,10,0,7,0,0,2,10,8,7,4,704
3,3,3,5,10,7,2,5,2,3,3,3,1,5,0,10,1,10,8,5,3,639.3
5,1,10,3,2,3,5,0,1,9,1,9,1,4,0,1,2,8,4,10,4,693
5,1,10,3,2,3,5,0,1,9,1,9,1,4,0,1,2,8,4,10,4,693
1,1,4,3,7,2,5,0,2,5,3,4,4,8,0,3,2,5,2,5,1,638.4
1,4,4,1,0,0,0,0,1,2,3,5,0,7,0,0,1,1,0,10,2,592.5
4,4,10,5,10,10,8,5,2,8,2,3,2,8,0,2,1,10,1,7,2,685.8
4,3,10,5,10,10,10,5,2,8,2,3,2,8,0,3,1,10,2,3,2,685.8
2,2,3,8,3,2,2,2,1,8,4,6,10,7,0,4,2,7,6,9,3,691.3
2,4,7,6,6,7,2,3,1,4,1,10,8,6,4,4,2,2,0,8,3,668.1
1,1,3,10,6,7,7,5,1,8,4,5,3,7,5,3,2,10,1,1,4,689.4
2,3,2,7,7,4,3,2,1,4,3,10,6,6,4,2,1,3,4,4,3,647.7
4,1,5,6,10,6,3,5,1,10,5,6,3,8,0,0,2,5,6,6,4,725.5
4,5,10,2,1,2,1,3,2,2,0,5,0,10,0,7,1,3,0,7,2,598.2
2,1,5,10,10,10,1,0,1,7,6,2,5,7,3,5,2,2,1,5,2,673.5
4,1,5,8,3,1,1,0,1,8,3,3,6,8,0,0,2,3,7,10,3,685.8
1,3,2,5,10,10,7,5,2,7,2,10,5,6,4,3,2,5,3,5,3,676.6
1,3,2,5,6,10,1,2,1,3,2,4,2,8,0,2,1,9,5,10,3,657.1
2,2,7,10,7,7,5,3,1,8,4,4,3,6,1,1,2,9,3,5,2,702.6
5,3,10,10,4,5,8,5,2,8,6,2,5,8,7,3,2,8,10,10,2,712.8
5,5,6,5,5,10,7,5,2,0,5,10,10,7,0,5,2,10,2,10,4,704
2,0,8,8,8,6,2,1,2,7,4,6,2,8,0,0,2,6,5,6,2,686.4
2,2,8,7,4,3,4,2,1,5,3,8,1,8,3,1,2,10,1,3,3,674.9
2,4,8,7,6,5,7,2,1,6,2,6,5,8,6,4,2,7,5,7,3,681.3
2,2,0,3,1,5,3,2,1,6,4,7,2,7,2,3,2,4,3,9,1,654.1
5,4,10,10,10,10,4,5,2,7,3,9,2,6,2,0,2,5,1,5,2,703.6
5,3,10,5,10,5,8,1,1,8,2,2,3,8,0,4,2,6,4,1,3,689
2,5,5,7,7,4,2,2,2,2,4,2,2,5,10,7,2,4,0,0,3,588.1
2,2,3,10,8,10,6,1,1,3,5,7,3,7,0,6,2,5,3,7,2,688.1
5,3,6,10,10,10,5,3,1,7,1,10,6,6,1,4,2,8,3,3,2,717.4
2,2,7,4,4,8,3,2,2,7,5,3,3,7,0,10,2,7,6,7,3,656.7
1,4,4,2,2,5,4,1,1,1,0,3,1,7,5,3,2,6,1,2,2,607.4
5,1,7,6,5,10,3,4,2,3,2,5,2,7,0,1,2,6,2,7,4,682.6
5,3,10,1,2,2,4,5,2,2,2,6,1,6,0,0,2,10,1,5,4,658.8
5,3,10,1,2,2,5,5,2,1,1,6,1,6,0,0,2,10,1,5,4,657.1
4,3,3,8,6,10,4,2,1,5,5,8,7,8,7,2,1,5,2,3,2,668.1
4,2,6,6,5,10,3,4,1,9,4,10,5,7,0,0,2,5,3,6,2,719.3
4,2,5,5,5,10,3,2,1,10,6,10,8,7,3,0,2,4,8,5,2,719.3
0,5,0,2,3,2,2,0,2,0,10,6,1,4,1,10,1,9,5,0,1,568.3
3,1,9,9,5,6,7,5,1,8,1,8,10,8,0,1,2,10,2,7,4,739.5
0,5,2,8,9,10,1,1,1,2,1,3,2,7,1,4,1,3,1,3,2,612.5
4,1,3,6,10,3,8,5,2,8,8,10,10,7,0,2,2,10,8,10,4,743.1
0,3,4,5,9,7,6,1,1,3,2,6,3,6,6,6,1,6,3,4,2,628.2
1,5,1,9,10,5,7,0,2,5,5,3,5,7,0,7,2,4,5,2,3,636.3
0,5,2,8,9,10,1,1,1,2,1,3,2,7,1,4,1,3,1,3,2,612.5
1,2,0,4,0,3,1,1,2,6,0,3,1,7,4,1,2,1,0,0,2,581.9
3,4,2,2,0,7,2,0,1,3,1,10,1,8,0,2,1,2,0,10,3,622.6
3,3,3,3,5,8,2,2,2,7,5,8,0,6,0,1,2,7,3,2,3,652.4
4,2,10,5,6,10,7,4,1,8,5,8,8,7,0,0,2,7,4,9,1,744.4
3,3,10,10,10,10,6,5,1,5,10,8,4,7,0,4,2,10,1,5,3,737.6
3,3,10,10,5,10,10,1,1,7,3,5,1,7,0,1,2,10,1,10,2,716.6
4,2,3,6,2,6,3,2,1,3,1,5,0,7,4,2,1,1,1,5,2,623.1
2,2,1,2,2,6,3,1,2,3,3,1,3,7,10,7,1,4,3,7,3,579.8
2,5,1,1,0,6,1,0,1,2,1,10,0,8,0,7,2,2,0,7,3,609
2,4,8,3,5,7,4,2,2,8,4,8,1,6,0,2,2,5,4,3,3,655.8
2,0,1,10,3,3,1,5,2,3,4,2,3,8,8,1,2,4,3,7,2,643.1
4,1,6,3,6,5,4,5,1,8,4,9,5,8,1,2,2,5,6,9,3,719.3
3,2,5,5,10,7,2,5,1,8,1,6,2,7,10,3,2,4,2,5,3,670.9
3,4,0,0,0,10,2,5,2,7,4,4,10,5,10,3,1,10,0,0,2,608.9
2,3,8,2,5,7,2,2,1,5,5,7,3,6,8,2,2,4,2,7,2,657.3
5,4,1,2,10,6,0,2,1,2,2,8,1,7,2,7,1,5,5,10,4,642.4
3,5,10,4,10,10,7,5,1,5,4,3,1,8,0,2,2,10,3,10,3,714.7
5,2,3,7,10,10,2,5,1,10,7,10,1,6,0,5,2,10,8,10,3,742.9
4,0,2,1,1,4,0,3,2,3,2,7,2,7,3,4,2,2,0,5,3,620.1
4,4,2,1,6,9,0,5,2,2,0,6,0,7,0,5,1,0,1,2,3,599.5
4,3,4,7,5,10,3,2,1,6,5,5,5,7,0,0,2,5,6,5,4,697.9
4,3,0,4,1,10,0,0,1,5,4,5,0,7,0,2,2,2,6,5,4,646.9
1,3,4,3,0,10,8,1,2,10,3,5,2,8,0,1,2,3,1,2,2,642
2,3,10,5,5,2,0,0,2,1,1,1,0,7,0,10,1,0,0,2,3,566.2
4,4,7,10,10,7,6,1,1,5,3,5,1,7,5,0,2,5,8,3,4,689.4
4,2,4,3,2,10,5,3,2,10,2,7,2,7,3,1,2,1,3,4,4,659.2
3,4,8,3,5,7,5,2,2,8,4,8,1,5,0,1,2,7,4,2,3,662.4
2,4,0,4,10,10,5,2,2,5,4,10,10,8,5,1,2,2,2,5,2,665.1
5,4,10,10,6,10,4,1,1,4,2,7,5,7,0,1,2,7,2,3,2,700
2,1,5,3,3,7,5,5,2,10,4,1,5,7,0,0,2,3,3,10,4,678.4
2,5,3,1,10,10,2,5,2,3,10,1,10,7,10,0,1,10,10,4,3,656.3
4,4,7,9,8,5,7,4,1,7,8,8,10,8,2,0,1,5,10,9,2,729.3
5,5,10,7,5,10,4,0,1,3,3,8,5,8,1,1,2,4,0,2,2,678.3
1,4,2,8,0,10,0,3,2,3,0,10,1,6,0,5,2,0,0,7,3,618.8
5,3,4,10,7,10,5,5,1,8,3,6,4,8,0,3,2,5,1,3,4,708.5
2,5,3,8,0,7,0,0,1,5,3,6,0,5,5,5,2,3,4,5,1,619.5
5,1,5,5,5,10,4,1,1,8,2,10,3,7,10,6,2,8,4,8,3,688.7
3,5,2,10,10,10,9,5,1,8,5,9,4,8,10,1,2,5,3,7,1,709.1
3,3,6,6,5,10,3,4,2,8,6,5,3,8,10,5,1,7,6,2,1,645.4
5,3,6,10,10,10,10,3,1,8,3,8,3,7,2,4,1,10,2,4,1,708.7
2,4,2,4,6,10,2,3,1,8,7,6,3,5,4,1,2,4,6,7,1,677.3
5,2,3,10,10,10,10,1,1,6,7,8,1,8,0,5,1,10,3,10,1,715.7
3,3,10,6,5,10,3,3,2,9,8,4,6,8,10,4,1,7,3,3,1,655.4
4,3,6,5,6,9,7,2,1,7,5,9,3,7,1,4,2,6,7,6,2,707.2
4,1,10,10,5,6,5,2,1,6,8,3,10,8,1,2,1,4,5,7,2,706.2
1,4,3,8,4,10,10,2,1,5,2,9,1,7,10,10,2,8,0,4,1,647.7
3,1,1,10,0,10,5,0,2,2,4,7,4,8,10,10,1,4,4,8,1,616.9
2,3,3,4,2,10,1,2,2,2,4,4,4,5,0,3,1,2,0,5,1,605.5
5,3,5,5,10,10,1,5,2,6,5,10,1,6,10,4,2,8,1,7,3,674.9
4,3,1,10,6,10,5,1,2,7,4,7,10,7,0,1,2,10,3,8,1,701.7
2,3,6,7,5,7,5,3,2,6,2,4,5,7,7,1,2,5,1,6,1,651.8
2,3,3,10,4,7,3,2,1,5,5,10,6,9,10,3,2,3,10,2,1,677.2
3,1,8,10,9,10,6,1,1,8,4,8,10,9,2,1,2,7,4,10,1,744.8
4,4,2,5,5,10,3,3,1,6,5,6,3,7,10,7,1,5,1,5,1,635.2
1,5,10,7,3,4,2,0,1,6,1,5,10,4,10,7,1,0,0,0,1,591.9
3,4,2,2,2,10,0,0,1,7,1,2,0,9,6,1,1,0,2,2,1,597.4
3,5,3,4,5,10,1,1,1,2,4,3,0,8,10,1,1,4,0,1,1,600.8
3,3,10,5,3,10,5,1,1,2,3,10,4,8,0,0,2,7,3,5,1,695.7
4,5,4,5,5,5,6,3,1,9,0,10,3,5,3,0,1,8,0,0,1,650.9
4,3,1,3,0,6,0,0,1,2,0,7,0,3,10,0,1,1,0,1,1,573.4
5,5,8,5,8,10,4,0,1,8,4,6,0,8,8,3,2,4,0,7,1,667.7
4,5,3,1,3,0,3,0,1,3,1,8,3,9,7,1,1,1,1,3,2,596.9
5,0,3,10,10,10,4,3,2,5,1,1,5,6,0,1,2,10,3,10,3,703.7
4,2,2,8,6,10,1,5,2,4,2,5,5,7,0,1,2,8,8,3,3,686
1,3,3,2,2,10,3,1,1,7,2,2,5,6,7,3,2,2,1,7,2,630.8
3,3,5,4,1,10,2,5,1,6,6,6,3,7,10,1,2,2,2,2,1,657.3
2,4,2,3,8,6,6,2,2,8,2,5,0,8,2,3,2,5,4,4,1,642
0,2,10,5,7,10,8,3,2,3,0,6,5,8,10,1,1,5,2,5,1,640.5
5,5,5,10,10,10,1,2,1,4,1,8,3,6,6,6,1,3,2,3,1,645.6
3,2,3,8,4,10,6,1,1,4,2,7,2,7,10,0,2,3,2,5,1,660.9
4,4,2,10,8,10,8,3,1,7,6,7,4,7,10,3,2,7,3,3,1,691.5
2,3,0,6,3,10,10,2,1,8,2,2,2,7,10,3,1,7,4,10,1,648
2,5,1,3,3,4,0,1,1,1,1,6,1,8,2,4,1,5,3,7,1,603.1
