FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,SLEEP_HOURS,PERSONAL_AWARDS,TIME_FOR_PASSION,AGE,WORK_LIFE_BALANCE_SCORE
2,3,6,5,6,6,10,1,3,614.2
5,5,2,3,4,9,10,5,4,680.5
3,1,2,4,4,6,10,0,4,658.8
3,8,3,1,6,7,2,1,2,649.9
3,3,4,7,8,7,5,2,2,619.1
2,2,3,10,3,8,3,8,2,671.5
4,3,2,2,2,7,5,1,3,643.5
5,10,10,3,8,9,5,2,2,708.3
2,3,8,10,4,8,6,4,3,706.6
2,2,5,6,6,5,10,5,4,703.6
1,1,3,10,10,6,3,8,3,611.9
4,10,10,10,5,5,5,6,3,651.2
3,6,1,3,3,6,1,2,2,602.5
4,0,2,4,2,9,0,0,3,615
4,5,5,10,5,6,10,5,3,682
5,2,5,8,4,7,5,1,2,671.3
3,0,3,3,2,5,10,1,4,573
4,4,0,1,4,8,5,1,2,619.3
5,10,10,6,10,7,3,4,2,724.4
5,7,10,3,2,7,10,4,2,720.4
4,3,6,7,3,7,7,1,4,627.6
5,6,10,7,10,8,5,8,2,750.1
5,6,1,7,4,6,10,1,3,639.7
3,0,1,4,3,7,2,4,4,639.2
3,2,7,10,7,8,10,3,3,667.7
5,1,6,2,3,7,2,2,2,685.3
2,5,5,8,9,7,2,3,2,663.5
4,8,7,2,4,8,6,5,2,648.8
4,4,5,9,6,8,8,4,4,688.5
3,6,8,10,5,6,8,1,2,672
2,4,5,3,10,6,7,2,2,687.9
4,1,5,4,3,6,5,5,1,598.7
3,7,4,6,5,6,5,5,2,668.8
3,7,5,5,5,5,5,4,1,670.3
4,10,7,3,1,7,2,0,4,645.4
3,3,2,4,4,6,3,4,4,600.4
1,0,2,2,2,8,3,1,3,578.3
2,3,2,2,2,7,1,1,2,618
3,3,3,10,5,6,10,6,3,629.3
5,8,10,10,5,8,6,6,4,763.7
5,2,3,10,1,8,6,1,4,605.7
3,3,2,3,3,6,5,7,4,648.8
3,8,2,3,6,7,4,2,2,662.8
5,10,4,10,10,6,5,0,4,650.1
4,10,4,4,5,8,3,1,2,660.3
4,10,4,4,5,8,4,1,2,662
4,2,5,10,3,6,7,1,4,641
4,5,10,10,4,7,10,3,4,712.1
3,0,2,1,4,9,0,1,1,605.2
4,7,8,6,8,7,10,5,2,711.9
3,8,3,8,10,7,10,8,1,734
5,3,8,10,2,7,10,7,4,737.6
3,10,2,3,10,7,10,7,1,731.2
3,8,10,5,10,7,2,7,2,734.6
5,5,10,5,7,8,5,8,2,699.8
3,10,10,3,7,8,2,1,2,676
4,10,1,0,5,7,3,2,2,679.8
2,6,4,10,5,6,5,4,3,672.2
5,6,3,6,10,7,6,2,2,658.1
5,6,3,6,10,7,6,2,2,658.1
2,1,3,3,10,5,4,1,3,591.4
5,4,4,10,10,6,4,3,4,657.3
2,4,4,1,2,8,3,1,3,668.5
5,5,3,4,10,8,10,3,2,717.6
2,1,7,2,4,8,6,3,4,669.8
5,2,3,10,8,7,2,7,4,713.2
2,7,6,10,5,8,8,6,2,691.5
5,6,3,4,2,9,6,7,2,689.1
5,3,10,4,8,6,4,1,2,645.9
1,4,5,10,10,6,10,5,3,654.6
5,10,5,10,9,7,5,4,2,704.7
0,6,7,10,10,7,6,2,2,670.1
1,10,5,5,4,8,10,8,2,663.3
4,7,3,5,10,6,4,6,4,665.6
2,10,4,7,6,7,6,5,3,659.9
5,2,7,4,4,7,10,4,3,660.5
2,0,4,5,10,6,6,3,3,590
2,5,5,8,3,7,0,3,2,686.6
1,3,6,0,2,6,0,1,1,571.3
1,2,4,4,7,8,1,2,1,680.4
2,5,10,10,10,7,10,5,3,711.1
2,2,3,2,10,6,0,2,1,645.8
4,6,4,10,5,8,5,5,3,725.3
1,5,2,2,2,6,6,0,3,615.7
4,10,10,10,10,6,10,10,3,748
5,0,10,5,10,6,0,2,4,677.7
3,6,10,7,5,9,5,2,1,674.7
2,7,10,5,6,9,6,3,1,681.5
4,5,3,5,10,6,4,5,4,672.4
4,1,6,4,7,7,6,3,2,656
1,4,3,2,3,7,7,1,2,612.9
3,3,6,1,6,7,2,5,4,683
2,2,2,6,1,9,7,1,3,629.9
2,10,4,7,6,8,6,1,4,682.1
2,2,2,5,1,9,6,2,3,628.2
5,10,8,4,6,8,4,2,2,717.8
3,10,9,2,10,8,5,2,2,716.1
3,8,7,5,8,8,10,2,3,680
1,1,2,2,1,6,10,1,2,581.3
2,8,5,2,10,7,5,1,2,647.8
3,10,5,10,5,8,3,3,1,696.4
3,10,5,10,10,6,10,7,3,751.4
2,0,1,0,3,6,4,0,2,611.4
5,3,10,2,1,7,10,1,3,698.7
3,8,10,5,9,7,10,6,2,725.5
2,2,2,4,2,9,6,3,3,629.9
3,2,4,10,10,7,10,6,4,703.2
4,8,10,7,6,6,8,2,4,683.5
1,6,8,4,3,7,3,1,2,684.7
5,5,8,8,10,7,10,2,3,732.9
2,2,3,10,3,7,7,5,2,653.1
2,0,2,2,10,6,8,3,4,622.5
1,6,4,8,6,6,5,2,2,660.5
1,2,3,1,5,4,5,0,2,569
3,0,6,10,10,8,5,2,3,641.2
5,5,4,9,4,7,10,5,2,673.9
2,2,6,4,4,6,1,3,2,605.2
1,1,8,1,10,6,0,1,2,603.4
0,0,1,8,3,6,1,2,3,542.2
3,6,5,10,7,8,4,5,4,682.4
1,1,3,2,3,10,0,1,2,587.6
4,2,10,9,7,8,7,1,3,701.9
3,9,6,6,5,9,8,1,3,666
2,10,6,6,10,7,10,8,3,714.7
4,4,10,9,9,8,6,5,3,735.5
3,5,2,3,4,8,5,3,2,635.4
5,10,10,10,2,9,8,3,4,734.4
5,10,5,7,6,8,7,2,3,711
3,5,4,7,10,7,5,8,2,658.2
3,8,8,7,5,6,3,2,2,652.8
1,3,5,10,7,6,8,1,4,653.3
1,8,5,3,3,7,10,2,3,641.6
5,8,3,3,3,7,4,0,4,621
2,5,3,2,2,8,4,3,2,626.3
4,4,4,4,3,8,4,6,2,638.4
5,7,10,3,10,8,8,8,1,722.9
4,0,2,7,10,6,9,1,3,632
1,2,5,0,1,8,1,2,2,595.5
2,1,10,3,2,9,7,5,4,665.8
3,2,4,3,5,10,4,4,1,642.2
4,4,7,4,10,6,10,6,4,699.8
3,10,10,7,10,8,10,3,2,701.5
3,2,8,9,10,8,9,8,2,737
3,4,2,7,1,8,9,5,3,677.7
2,10,3,6,10,5,10,6,4,658
2,1,2,3,3,9,4,0,3,650
3,10,4,2,1,9,3,3,3,659.4
5,5,5,5,5,7,9,2,2,675.8
3,3,10,10,6,6,8,10,4,710.5
2,4,10,5,10,8,10,9,3,634.4
3,6,1,2,7,8,2,4,3,651.8
5,4,4,2,5,8,10,2,4,694
2,3,2,1,2,8,2,0,3,564.7
2,10,8,10,5,8,10,4,3,721.7
2,4,2,2,2,6,5,6,3,657.7
2,4,4,6,6,8,3,1,2,609.3
3,7,4,2,7,6,0,1,3,673.3
1,2,4,7,5,5,10,6,4,696.8
4,10,10,5,10,7,10,5,2,697.9
3,10,5,10,4,5,10,10,2,744.3
1,3,3,1,1,7,0,2,4,600.4
4,8,10,10,5,7,10,8,2,739.3
2,3,3,2,7,8,8,8,2,638.6
4,6,4,3,4,6,7,3,2,608
1,10,4,10,10,8,5,10,3,687.5
3,10,4,4,4,9,10,1,2,710.8
3,7,7,2,6,7,7,6,3,653.9
2,1,6,6,8,7,7,5,3,701.7
5,0,3,10,10,6,10,1,3,697.9
0,3,0,6,10,7,2,0,2,594.4
4,2,5,6,3,6,4,5,3,639.9
4,10,8,8,3,6,10,1,3,720.6
5,2,3,10,1,8,3,1,4,641.8
1,0,1,10,5,6,3,3,3,583
5,5,10,10,10,6,4,10,2,703.8
2,5,5,10,2,9,6,2,2,666.2
3,10,6,10,10,7,4,7,2,712.5
2,10,5,5,10,7,10,4,3,721
1,7,4,10,10,8,3,2,4,688.5
5,4,10,10,3,7,10,5,4,697.5
3,2,5,2,5,8,3,1,2,639.4
2,5,4,9,10,8,10,8,2,709.3
4,4,8,6,10,7,6,5,3,703.6
4,10,7,2,10,8,6,2,2,708.7
2,10,10,10,10,7,8,9,3,760.2
1,0,7,2,2,7,3,0,2,617.3
3,4,6,3,10,8,5,6,4,717.8
5,0,4,6,2,9,2,9,1,644.8
4,8,7,9,7,7,8,3,3,736.3
5,10,2,3,2,9,3,2,4,637.1
3,0,6,10,6,6,10,10,2,675.8
2,4,6,10,0,6,5,3,3,644.4
3,5,10,10,10,6,10,5,4,741.9
4,3,9,6,7,6,6,2,1,651
5,3,2,3,1,10,6,2,3,636.7
2,2,0,6,3,9,2,3,3,636.7
3,10,8,3,10,7,10,4,3,690.7
4,1,4,2,0,8,7,7,4,670.5
2,3,5,5,4,6,7,0,2,622.1
5,10,8,5,6,8,4,1,2,687.3
2,7,4,6,3,6,7,4,2,697
4,4,6,2,2,8,1,4,3,632.7
5,1,10,10,5,8,10,5,3,737.8
3,4,7,10,2,7,10,4,2,673.9
1,2,2,4,1,7,6,2,2,586.6
3,10,4,5,3,8,6,2,4,651.4
5,8,10,10,10,7,10,2,2,721.9
2,0,6,8,5,7,4,5,2,673.5
3,10,2,10,2,8,10,2,4,680.7
2,10,7,5,10,8,10,10,2,710.4
4,1,2,1,2,6,3,5,3,601
1,0,2,5,4,7,7,3,2,636
5,10,7,2,8,7,10,1,2,679
3,10,10,10,2,8,10,4,4,746.7
3,0,10,10,10,8,10,8,2,741.6
2,0,2,7,2,9,10,5,3,638.8
5,4,10,8,10,8,5,8,3,705.1
3,1,2,0,1,4,2,2,2,601.7
4,1,4,10,10,6,5,1,4,702.1
1,10,8,2,4,8,4,3,2,694.9
5,10,6,8,10,7,10,2,2,751.2
3,8,3,10,10,6,8,9,4,733.8
2,10,6,5,4,8,8,2,3,693.8
3,3,7,10,10,8,6,7,4,679.6
2,2,4,6,10,7,5,4,3,679.2
2,3,6,0,5,10,3,7,2,615
1,3,8,7,10,8,8,1,4,670.5
5,5,10,10,6,6,6,4,3,669.6
1,2,5,8,4,7,3,8,4,617.8
2,1,5,10,1,10,2,3,3,637.3
4,0,5,7,5,6,10,0,4,705.1
2,3,5,6,4,7,5,2,4,675
3,0,2,10,5,7,3,1,2,634.6
3,6,6,10,4,6,7,7,2,677.3
3,2,9,5,3,6,0,6,2,642.7
4,5,7,10,6,6,10,5,4,724.2
3,10,3,10,10,7,5,10,3,726.4
3,10,10,3,4,8,8,4,2,718.7
3,5,6,6,7,6,5,6,4,694.7
3,5,7,10,4,8,10,6,2,715.7
1,1,4,3,3,10,1,0,1,585.9
4,1,5,10,8,5,5,1,3,608.3
4,0,2,0,1,6,3,1,2,586.1
5,4,7,10,6,5,5,5,3,713.8
2,0,4,6,3,7,10,2,3,639.3
5,5,4,10,7,7,6,3,4,699.6
1,8,2,6,2,7,10,2,4,641.6
3,10,4,5,1,8,8,8,2,732.1
4,3,10,1,10,8,6,3,1,655.8
4,3,10,1,10,8,7,3,1,662.6
4,2,5,10,7,6,5,1,3,674.9
1,1,3,6,6,8,2,1,4,622.5
1,1,8,4,3,9,10,5,2,687.9
5,10,5,5,10,8,4,8,1,729.7
4,1,4,7,2,6,7,4,4,670.7
1,6,5,5,10,8,2,2,3,653.2
4,10,6,8,6,6,10,2,2,680.3
5,9,7,7,10,7,9,6,4,734.4
4,10,8,8,4,7,10,9,4,749.1
1,4,5,5,10,8,5,1,3,683.4
1,1,5,5,5,7,3,3,2,617.2
2,2,7,3,4,7,5,4,2,660.5
3,1,5,3,5,7,6,1,2,626.9
1,1,2,2,3,10,1,0,2,585.7
2,5,2,4,7,7,5,5,4,643.1
5,10,8,10,8,7,9,8,4,751.7
3,6,10,5,8,5,4,7,2,692.4
3,3,3,5,3,7,4,3,2,637.7
2,10,3,3,6,6,4,2,3,678.1
2,5,7,3,8,7,2,1,2,667.3
3,2,5,7,2,7,5,5,4,609.5
2,6,5,5,6,8,6,6,2,672.6
3,1,5,5,4,7,8,4,3,629.3
5,1,2,0,2,7,0,2,2,633.3
3,10,10,10,7,7,10,3,3,740.6
5,9,1,3,1,7,5,2,2,607.8
2,5,3,10,10,7,5,8,4,692.8
2,3,6,8,10,8,4,9,3,659.6
2,3,5,5,2,5,7,1,3,660.3
2,7,5,3,2,6,8,2,3,613.8
2,10,2,2,2,9,3,3,2,619.9
2,3,1,4,10,8,5,2,4,653.3
2,10,2,3,4,6,3,1,2,633.1
3,5,4,2,3,8,4,9,2,648.2
1,3,2,3,4,5,3,1,3,598.5
2,4,10,6,5,7,7,2,4,653.5
5,10,8,0,1,10,5,3,2,688.3
4,3,5,4,5,8,7,2,2,665.4
4,1,2,8,1,10,0,1,2,604.4
2,3,5,3,5,5,3,2,3,614.2
3,10,2,2,1,7,10,1,3,668.3
1,3,7,2,10,7,5,0,3,611.4
4,6,7,1,5,8,6,1,3,690.6
2,8,4,2,10,7,3,1,3,625.7
3,5,6,5,5,6,5,3,2,688.5
2,10,4,3,5,7,4,1,2,637.1
3,3,4,4,2,5,7,2,4,635.6
1,4,8,5,10,6,3,3,2,609.5
1,0,8,8,5,6,3,9,1,627.2
3,9,3,4,3,7,6,2,3,669.8
0,0,8,7,4,1,6,5,2,604.1
3,10,4,2,5,7,5,0,2,634.8
2,5,2,3,5,6,6,3,2,657.1
4,2,3,10,10,7,9,1,4,671.1
2,2,4,10,4,7,7,1,2,657.1
2,1,3,10,5,7,6,6,2,604
4,0,4,5,2,8,10,3,4,629.3
5,2,7,10,10,7,4,6,4,656
4,8,6,3,5,7,5,2,4,668.4
4,8,3,10,3,7,4,6,2,707.2
5,7,6,10,6,7,10,7,2,700
5,10,7,5,3,8,5,5,2,670.5
1,0,6,5,4,7,7,6,4,705.7
4,0,1,2,2,5,4,8,2,645.9
1,0,0,5,3,6,0,2,2,557.9
2,2,5,0,2,7,10,2,3,580
2,4,4,3,2,6,4,1,4,647.1
5,2,6,10,10,8,1,2,3,646.4
2,8,10,10,10,7,3,1,3,715.5
5,10,1,2,1,7,5,2,4,698.9
0,2,3,5,5,4,3,2,4,591.2
3,2,4,8,10,5,6,5,2,682.2
1,3,4,0,3,5,3,0,4,574.3
3,5,8,8,10,8,8,8,2,704.2
1,4,5,5,10,5,10,8,4,642.5
1,2,10,3,10,8,10,2,2,634.1
3,5,7,6,3,6,3,3,2,626.9
2,4,5,10,4,7,10,4,4,670.9
2,4,3,1,2,7,2,1,2,597.4
3,10,5,0,10,8,2,1,4,696.4
5,3,10,2,3,7,4,2,4,636.9
2,8,7,7,8,7,10,3,2,726.1
3,4,2,3,4,7,5,1,4,582.7
5,5,10,2,3,8,5,3,2,711.3
2,4,9,5,3,7,5,1,4,635.4
1,2,6,3,1,7,3,1,4,608.7
1,1,3,2,6,6,5,2,3,583.4
2,7,6,2,10,8,2,1,1,659
2,5,5,6,2,8,8,6,4,688.9
1,3,5,3,3,7,6,1,3,653.1
5,10,10,10,7,7,5,2,3,700.2
2,6,10,7,6,8,3,6,2,697.5
1,0,0,3,8,6,5,0,3,569.1
2,3,3,10,10,6,4,1,3,606.3
1,2,6,8,8,6,6,4,3,629.1
2,10,3,10,3,5,6,3,3,685.8
2,8,3,10,4,5,6,3,3,675.6
3,3,7,7,5,7,8,2,4,657.5
5,7,8,7,6,6,8,5,4,676.5
2,2,5,4,7,6,9,4,2,614
3,3,8,5,9,6,6,3,3,655
5,3,4,4,3,7,2,5,4,670.7
5,10,8,6,7,7,8,7,1,670.7
4,3,2,4,4,8,6,3,3,654.3
5,2,6,3,5,9,6,4,2,660.5
4,10,10,3,3,5,10,6,2,720.7
0,0,3,5,5,5,10,7,3,625.3
4,4,3,2,1,7,7,4,3,653.5
0,1,3,0,10,7,0,0,1,585
2,4,1,0,5,8,0,2,1,652.8
5,0,10,3,5,8,5,3,2,653.9
3,5,6,10,10,7,10,6,3,724.4
4,5,2,10,2,5,8,2,4,698.5
1,1,2,1,2,7,1,0,3,601.2
2,0,3,10,10,6,2,4,2,655.4
3,10,5,6,10,7,5,10,3,694.5
2,3,10,4,6,7,2,1,2,640.1
2,3,6,7,8,9,10,7,3,698.5
3,6,10,10,10,7,10,10,2,710.8
4,7,7,8,10,6,3,6,2,710.6
5,5,10,10,10,6,10,8,3,738.5
0,1,1,1,2,7,1,1,3,596.1
2,2,5,10,6,7,2,6,3,621.8
2,10,5,10,5,7,10,6,3,716.6
4,7,7,7,9,8,9,8,3,705.5
4,6,3,3,10,6,1,1,2,632
5,7,10,10,2,8,9,1,3,654.9
5,6,5,10,5,7,10,1,3,738
3,6,9,9,6,8,8,8,3,718.5
3,3,10,5,10,6,5,0,4,612
2,2,4,10,3,6,3,4,4,675.6
3,5,1,2,10,8,5,1,2,670.2
0,1,4,6,1,4,10,1,3,581.5
4,10,5,10,10,6,10,10,4,753.1
5,10,6,9,10,7,10,5,3,700.2
5,10,10,10,10,8,8,10,4,794.6
4,3,5,10,5,6,10,6,4,694.1
2,0,0,0,6,3,1,0,3,568.8
3,8,6,10,10,6,6,6,4,664.6
1,2,10,2,10,5,5,2,2,665.6
4,10,5,10,10,6,10,8,4,751.4
1,8,10,3,7,7,8,5,2,696.8
2,3,8,10,10,6,2,6,4,671.8
3,10,3,10,3,8,6,6,3,680.7
4,2,4,5,4,8,7,2,4,649.2
4,0,1,2,2,6,1,0,4,588.3
3,10,7,2,3,7,10,2,4,652.4
0,3,7,3,10,7,5,8,3,663
3,9,7,8,10,7,9,1,4,691.1
2,3,2,3,6,8,4,6,3,669.2
3,4,6,5,4,6,10,8,3,686.4
4,5,2,7,4,6,4,4,2,641.4
1,1,5,0,6,10,10,3,2,607.6
2,4,2,3,10,7,0,8,3,631.6
3,4,10,8,7,7,10,10,2,766.9
4,2,5,3,4,7,10,2,3,645.8
5,1,3,0,2,8,0,5,4,605.9
4,10,6,5,3,7,3,0,4,656
2,4,0,7,5,9,3,2,1,635.6
5,2,10,10,10,5,10,4,2,722.3
3,8,10,7,10,7,8,7,2,741
2,0,5,5,4,7,2,2,3,658.8
1,1,4,4,2,7,5,2,3,607
3,6,3,8,8,7,8,7,3,692.6
3,4,5,5,8,7,3,3,4,680.2
4,7,7,5,10,7,10,1,3,708.5
5,2,2,1,2,6,1,0,3,615.9
5,7,5,8,6,7,4,6,4,690.7
3,4,5,3,4,8,10,2,4,697
4,6,10,7,10,5,6,2,4,710.4
2,3,4,4,4,8,6,6,3,645.4
5,6,8,10,9,8,10,4,2,724.4
3,4,6,4,5,6,3,6,2,611.9
4,10,3,6,5,8,10,4,2,733.1
1,4,6,10,6,6,10,10,2,661.6
2,0,5,5,10,6,6,1,3,648.8
3,5,10,10,10,6,10,5,3,720.8
1,1,1,2,1,4,3,7,2,604
2,5,3,3,3,7,3,1,2,597.4
3,6,7,6,5,7,0,1,3,681.5
3,6,2,8,10,6,6,1,4,683.4
2,3,8,10,8,7,4,5,3,663.9
3,8,4,5,4,8,8,6,2,692.8
3,0,2,4,3,6,3,3,2,613.5
3,2,6,7,5,7,5,8,2,709.1
3,7,6,4,5,5,10,5,3,687.3
2,2,4,4,2,6,0,10,2,598.5
0,0,10,10,10,8,5,10,2,704.1
1,3,9,10,9,6,5,2,3,658
3,8,10,6,10,6,5,2,3,669.4
5,7,5,4,10,6,10,8,3,675.2
1,3,7,10,4,6,2,1,3,658.8
4,2,5,10,10,8,6,8,2,663.7
5,10,3,0,2,7,2,5,2,614.4
3,10,10,10,5,8,10,8,3,754.6
3,1,10,10,10,6,7,2,3,696.6
1,1,6,10,8,8,4,1,3,632.9
2,0,3,3,2,4,4,5,3,594.7
2,8,10,6,6,8,5,4,4,687.2
3,4,3,7,4,8,4,5,3,648.4
3,10,8,4,7,8,4,3,4,684.9
4,5,10,8,5,6,10,1,3,656.1
1,2,2,8,2,4,6,4,2,614.2
5,10,10,10,10,10,10,10,3,752.2
2,1,10,3,8,6,0,6,3,646.9
1,4,3,2,2,6,3,2,3,619.7
1,2,6,10,10,8,7,8,2,677.9
5,10,5,10,2,8,5,3,3,662.4
1,4,5,2,3,7,4,3,2,634.6
3,7,3,9,10,6,3,0,1,640.9
2,6,10,3,10,8,10,1,1,661.7
2,6,10,3,10,8,10,1,1,661.7
2,2,7,5,5,7,7,6,1,665
2,3,10,4,6,6,10,1,1,649.5
3,4,5,7,10,8,10,8,3,670.9
3,6,3,4,3,7,5,2,2,646.7
2,2,6,0,2,8,4,1,2,622.2
3,1,8,5,6,7,6,4,2,641.6
4,10,6,10,2,6,3,4,2,674.1
2,2,2,2,1,4,4,3,3,629.3
1,7,4,7,10,7,10,3,2,682
3,2,4,6,4,7,10,2,4,700.6
1,6,2,3,2,8,3,1,2,611.8
2,1,7,10,6,7,10,4,3,651.8
3,3,3,0,10,8,6,1,3,661.3
2,3,8,8,10,7,2,2,3,662
5,2,6,9,10,7,7,1,3,705.7
5,3,8,6,9,8,3,1,2,658.8
4,1,2,3,4,6,5,2,4,632.9
5,0,3,0,3,7,2,4,1,629.2
4,10,10,10,10,7,10,6,2,761.8
2,2,3,3,4,7,6,2,2,611
1,0,0,10,2,5,2,1,3,598.1
3,5,10,9,10,6,10,6,3,727
3,10,10,6,10,7,10,8,3,731
2,2,4,5,5,5,10,6,4,696.8
3,10,10,6,10,8,5,6,3,724.2
3,2,5,10,10,6,10,2,3,664.7
3,5,7,6,10,6,7,5,4,679
5,10,10,10,10,8,10,6,3,716.4
5,8,6,10,7,8,6,7,4,709.8
5,0,6,6,1,6,0,7,4,640.8
2,6,5,10,6,7,10,4,3,696.8
4,6,10,10,10,7,7,3,3,692.1
1,5,10,5,10,6,10,0,3,668.1
1,10,4,10,10,8,10,2,1,714.7
4,10,4,10,10,7,10,10,3,751.6
3,2,10,8,10,8,10,6,4,733.1
1,2,10,6,6,7,10,6,3,680.5
2,10,5,10,3,8,5,1,2,687.9
5,8,5,9,6,6,10,9,4,735.9
3,2,10,6,10,7,10,4,3,704.9
3,6,3,10,5,7,10,4,4,653.9
1,10,5,10,2,6,5,3,2,668.1
2,6,10,4,10,6,7,3,3,683.3
3,10,3,3,10,6,10,9,3,736.1
4,4,3,2,2,10,3,6,2,633.7
2,3,3,10,10,9,5,1,2,642.2
2,4,9,7,7,6,6,2,4,682.8
2,1,1,2,5,6,10,0,3,629.1
2,3,10,8,10,7,10,8,3,662.2
5,3,5,4,6,8,5,2,2,643.9
4,2,3,1,1,5,7,5,2,661
5,10,5,5,3,7,4,5,2,704
2,2,10,10,4,6,6,8,2,675.6
1,5,4,2,3,8,4,1,2,631.8
3,5,5,9,8,7,10,10,3,744.2
3,7,10,6,5,8,9,10,2,726.1
1,3,7,4,3,5,3,2,2,586.2
4,9,10,5,10,7,8,2,2,719.3
2,5,3,3,10,7,10,9,3,686
2,2,7,7,9,6,5,4,4,607
3,5,8,5,10,6,8,2,3,682
2,1,4,10,10,2,10,5,3,636.7
5,3,10,6,9,8,10,9,3,763.7
1,9,9,10,10,7,10,7,4,719.4
2,5,8,3,1,5,2,0,3,581.3
3,6,1,5,1,8,4,4,3,651.5
3,5,1,5,8,7,10,1,3,664.3
2,5,5,8,2,7,10,5,4,709.8
2,3,5,6,9,6,4,4,2,620.5
3,6,7,8,10,8,6,8,2,725.9
2,7,3,5,5,6,7,6,3,680.9
3,0,4,3,10,7,0,5,2,610.5
2,3,7,10,8,7,3,5,2,694.5
2,10,10,10,10,5,10,3,3,700.9
0,0,3,6,4,6,6,2,2,622.1
1,10,10,2,1,5,10,2,2,691.3
1,10,5,2,2,5,10,2,2,681.1
4,3,3,8,4,8,4,2,2,647.7
1,9,10,5,8,8,4,2,4,687.2
4,8,4,6,6,7,10,2,3,674.1
3,0,7,4,10,6,5,2,4,660.9
5,5,5,2,4,8,9,2,4,686.2
3,5,9,10,10,6,10,8,3,716.6
1,1,6,3,10,7,7,2,2,685.3
3,10,10,10,4,8,10,2,4,697.9
3,10,3,10,7,8,10,8,4,720.2
2,0,5,4,4,6,3,6,3,586.4
3,3,3,7,10,6,2,1,2,640.5
5,1,5,10,2,7,10,8,2,693
2,3,7,7,9,8,6,7,2,696.4
4,1,3,8,6,6,5,1,3,608.5
1,1,10,5,10,8,4,5,2,670.5
4,5,5,8,5,7,9,3,4,718.5
3,0,10,3,10,5,8,1,3,644.6
4,2,6,10,10,8,4,1,2,655.2
5,4,7,5,6,9,9,8,2,698.3
2,2,6,6,10,7,10,3,2,678.6
2,3,2,4,4,6,5,0,3,638.8
0,0,5,6,10,5,0,0,3,598.5
3,2,5,10,10,7,5,8,2,662.4
2,8,8,4,7,8,5,9,2,716.1
3,3,10,9,6,5,5,6,4,660.1
4,5,10,8,4,8,5,2,4,701.7
4,5,5,1,5,9,3,2,2,661.9
5,2,8,8,8,7,5,7,2,708.5
4,7,10,7,10,8,4,5,3,708.3
2,2,9,9,5,8,6,5,4,672.6
2,4,6,9,9,4,10,9,4,723.4
1,0,5,2,2,10,2,0,2,563.6
1,2,5,5,10,5,2,10,2,651.8
2,3,5,5,6,8,5,3,2,680
4,7,10,10,10,8,10,8,4,749.5
2,3,10,6,5,8,4,6,2,651.8
1,2,4,2,4,9,2,1,2,608.2
5,8,6,10,6,6,10,10,4,771.6
2,2,5,7,6,7,4,3,2,643.5
4,5,5,7,7,7,8,4,4,687.7
5,5,8,10,10,7,10,7,4,729.5
5,10,7,10,5,7,5,2,3,717.6
2,10,10,8,10,8,5,1,2,697
3,3,4,1,5,7,5,1,2,636.5
3,7,7,4,8,7,6,3,2,673.9
2,10,9,4,7,8,4,2,2,672
5,10,8,4,8,8,6,7,2,717.4
2,0,0,0,1,7,3,6,2,610.4
5,7,8,10,4,8,3,2,2,684.3
4,4,6,7,10,8,3,3,2,645.4
5,10,7,5,5,7,10,10,2,721.9
5,0,3,3,5,8,3,3,4,666.4
1,5,10,8,10,9,5,5,2,711.9
3,1,10,10,10,7,2,8,4,734.2
4,8,5,10,5,7,8,3,4,723.2
4,1,3,7,5,8,10,7,3,676
4,2,3,0,2,7,3,1,3,626.1
1,0,5,2,6,8,4,6,3,610.8
5,5,10,10,2,6,10,5,4,706.2
1,2,2,2,10,7,2,1,2,619.5
4,4,5,5,3,5,5,3,3,701.9
1,1,8,2,3,8,4,0,4,615.2
2,5,5,8,9,6,7,4,4,650.1
2,4,9,6,6,7,3,4,3,677.9
1,5,4,8,3,6,3,3,3,629
2,4,4,8,7,5,8,5,3,662
2,1,2,8,10,8,5,8,3,638.6
3,1,2,10,10,8,5,8,3,660.7
3,4,10,7,10,8,5,10,3,703.4
2,10,10,10,10,7,10,10,3,789
3,6,10,10,10,9,10,5,2,722.3
2,0,0,3,3,5,5,4,2,598.2
4,10,3,10,5,7,10,8,4,755
4,4,5,3,3,8,6,4,3,692.1
1,0,10,10,10,5,5,3,3,623.7
4,7,10,10,8,7,6,4,3,721
2,8,10,8,10,9,8,7,4,751.9
1,2,7,4,1,9,5,4,4,649
1,5,3,7,3,6,8,1,2,693.6
4,2,3,9,6,8,3,2,2,663.7
1,0,10,10,10,8,6,6,3,622.5
2,4,7,9,8,8,5,8,3,667.3
1,0,10,10,10,7,8,5,3,625.7
2,10,7,5,3,8,10,2,2,673.2
5,5,3,10,8,8,10,3,2,666.4
4,5,6,3,4,6,7,2,2,662
2,1,4,5,10,7,5,9,2,677.7
3,4,10,10,10,7,10,10,3,755
2,3,6,2,8,6,5,1,3,686.2
2,5,5,8,4,8,8,7,3,692.6
4,2,5,5,8,8,3,8,2,648.1
3,10,6,5,10,8,10,5,3,735.9
5,6,1,10,10,7,2,2,3,654.7
3,5,4,10,6,7,9,4,2,694.3
3,3,3,3,10,6,8,4,2,660.5
5,10,9,3,3,6,10,2,3,722.5
5,3,6,10,10,7,4,5,2,673.4
3,6,8,8,8,7,7,2,3,664.7
